query,source,url,date,candidate,result,classification,notes
WebFetch https://pmc.ncbi.nlm.nih.gov/?term=10.1038/s41597-026-07218-y — devolveu a home do PMC,PubMed,https://pmc.ncbi.nlm.nih.gov/?term=10.1038/s41597-026-07218-y,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"WebSearch: ""2025 public dataset esophagus segmentation CT organs at risk thoracic radiotherapy released""",outra,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"WebSearch: ""Grand Challenge 2026 segmentation challenge thoracic esophagus organs at risk CT dataset""",Grand Challenge,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"WebSearch: ""TCIA new collection 2026 radiotherapy RTSTRUCT esophagus thoracic released cancerimagingarchive""",TCIA,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"WebSearch: ""scidb"" OR ""Science Data Bank"" esophagus segmentation nnU-Net dataset Nanjing Medical University 2026 download",outra,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"WebSearch: new public CT dataset 2026 released expert manual contours esophagus heart lung radiotherapy ""data availability"" Zenodo",Zenodo,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
WebSearch: MICCAI 2025 challenge dataset organs at risk esophagus CT segmentation new public release,outra,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
WebSearch: SynthRAD2025 dataset thorax masks organs at risk license Zenodo DICOM NIfTI,Zenodo,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"WebSearch: PhysioNet OR MIDRC OR ""Stanford AIMI"" 2025 2026 new chest CT segmentation dataset organs esophagus open access",PhysioNet,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
WebSearch: grand-challenge.org 2026 new challenge CT thoracic segmentation esophagus OR mediastinum dataset training data,Grand Challenge,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"WebSearch: ""esophagus"" CT segmentation dataset 2026 publicly available DICOM RTSTRUCT expert contours new release repository",outra,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"pydicom 3.0.1 local: leitura dos 3 RTSTRUCT do STOPSTORM (ROIName, ROIGenerationAlgorithm, RTROIInterpretedType, StudyInstanceUID, SeriesInstanceUID, ReferencedFrameOfReferenceSequence, z-range por ROI)",outra,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
,Zenodo,https://doi.org/10.5281/zenodo.22127730,2026-09-06,STOPSTORM Benchmark Data (Critical Structures Contouring + Treatment Planning Benchmark),"licenca=CC BY 4.0 (cc-by-4.0), declarada no regi | identidade=StudyInstanceUID e SeriesInstanceUID pre | humano=SIM — verificado no arquivo: ROIGenerati",B,"Unico achado 2025-2026 que fecha simultaneamente: licenca permissiva verificada (CC BY 4.0), acesso aberto sem conta nem termo, mascara de esofago DESENHADA POR HUMANO confirmada no proprio DICOM (ROI"
,web,https://www.scidb.cn/detail?dataSetId=aa13339e4073424083af0b2c0f2cabe8,2026-09-06,ESLS26 / ASLS26 — 'Lung tumor CT segmentation dataset' (Science Data Bank),"licenca=CC0 1.0 Universal (cc0-1.0), declarada n | identidade=DICOM (RTSTRUCT + CT) — logo, em princip | humano=SIM para o GTV: ESLS26 segmentado por ra",C,NAO tem mascara de esofago — so GTV de tumor pulmonar — entao nao entra como ground truth do alvo. Mas e o unico achado 2025-2026 que combina CC0 1.0 + DICOM com UIDs + RTSTRUCT + CT toracico em volum
,web,https://www.scidb.cn/en/detail?dataSetId=73d1132fd17d41ebb144063c7d3156ca,2026-09-06,"ScienceDB 27733 — nnU-Net esophagus/ESCC weights + inference software (Wang Hao, Nanjing Medical Univ.)",licenca=CC BY-NC 4.0 — nao-comercial | identidade=N/A (nao ha imagens confirmadas) | humano=O GT humano descrito no estudo foi desen,F,Nao e conjunto de imagens: o titulo indexado em ingles descreve pesos de modelo e software de inferencia. Cai na recusa dura do VRmed (saida de modelo nao e ground truth) e a licenca CC BY-NC 4.0 excl
,web,https://www.scidb.cn/detail?dataSetId=3ebf627d58df4344b92a6130bf57e3e6,2026-09-06,ScienceDB 35531 — 3D nnU-Net com rotulagem guiada por CT de duplo detector vs TotalSegmentator,licenca=CC BY-NC 4.0 — nao-comercial | identidade=UNKNOWN | humano=UNKNOWN. O estudo descreve GT manual sob,D,"Conteudo do unico arquivo (459 MB) NAO VERIFICAVEL: a pagina do scidb.cn e renderizada por JavaScript e a API de detalhe retorna 404. Nao sei se ha imagens, mascaras ou so pesos. Licenca CC BY-NC 4.0 "
,Zenodo,https://zenodo.org/records/14918089,2026-09-06,SynthRAD2025 Grand Challenge dataset,"licenca=CC BY-NC 4.0 (centros A, B, C, E); centr | identidade=case_id + sha256 apenas (.mha nao carreg | humano=N/A — nao ha contorno de orgao a avaliar",E,"Sem OAR: a unica mascara por paciente e o contorno externo do corpo. Formato .mha, portanto sem StudyInstanceUID/SeriesInstanceUID (so 2 das 4 identidades). Licenca CC BY-NC 4.0 para os centros A/B/C/"
,Zenodo,https://zenodo.org/records/19347848,2026-09-06,DoseRAD2026 Challenge dataset,licenca=CC BY-NC 4.0 | identidade=case_id + sha256 apenas (.mha) | humano=Nao documentada; nenhuma estrutura de OA,F,"E derivado do SynthRAD2025 (mesmas imagens), distribuido em .mha, sob CC BY-NC 4.0, e nem a pagina Zenodo nem o resumo do arXiv mencionam contorno de OAR ou esofago. Herda todos os defeitos do SynthRA"
,web,https://www.nature.com/articles/s41597-026-07218-y,2026-09-06,ENHANCE — whole-/total-body [18F]FDG-PET/CT com segmentacoes derivadas da CT,licenca=CC BY (variante exata nao confirmada) | identidade=case_id + sha256 (NIfTI anonimizado); st | humano=UNKNOWN — provavelmente NAO (ver acima),D,"1.683 PET/CT com 'CT-derived segmentations of 130 target regions' em NIfTI, CC BY. 130 regioes nessa escala e assinatura de pipeline automatico, o que dispararia a recusa dura do VRmed (gt_humano=Fals"
